Compound,Assay,PoD,Activity,Business line,MoA,Code,Cell name,Cell type,Dosage,Endpoint definition,Endpoint measure,Endpoint readout method,Endpoint type,Exposure time,Information domain,Method name,Organ,Organism,Toxicity domain,Treatment modality,All_Inactive
SYN548023,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,-3.7,active,Disease control,Unknown,CSCR544459,HepG2_BAC-GFP_MT1X,cell line,medium,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL66_HeavyMetal_HepG2_BAC-GFP_MT1X_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548023,VU_resazurin_24h,,inactive,Disease control,Unknown,CSCR544459,RPTEC/TERT1,cell line,medium,cytotoxicity,Resazurin 24h,fluorescence,functional readout,24.9 h,,,Kidney,human,,single dose,False
SYN548023,VU_resazurin_72h,,inactive,Disease control,Unknown,CSCR544459,RPTEC/TERT1,cell line,medium,cytotoxicity,Resazurin 72h,fluorescence,functional readout,72.0 h,,,Kidney,human,,single dose,False
SYN548023,VU_seahorse,-4.3,active,Disease control,Unknown,CSCR544459,RPTEC/TERT1,cell line,medium,mitotoxicity,Seahorse 24h,OCR and ECAR,functional readout,24.0 h,,,Kidney,human,,single dose,False
SYN548022,BDS10a_metab_PPARa_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor agonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS10a_metab_RGA_PPARa_ago_24h,Bone,human,,single dose,False
SYN548022,BDS10b_metab_PPARa_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor antagonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS10b_metab_RGA_PPARa_anta_24h,Bone,human,,single dose,False
SYN548022,BDS11a_metab_PPARg_ago_24h,-5.0,active,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor agonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS11a_metab_RGA_PPARg_ago_24h,Bone,human,,single dose,False
SYN548022,BDS11b_metab_PPARg_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor antagonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS11b_metab_RGA_PPARg_anta_24h,Bone,human,,single dose,True
SYN548022,BDS12a_metab_PPARd_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor agonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS12a_metab_RGA_PPARd_ago_24h,Bone,human,,single dose,False
SYN548022,BDS12b_metab_PPARd_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,peroxisome proliferator activated receptor antagonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS12b_metab_RGA_PPARd_anta_24h,Bone,human,,single dose,False
SYN548022,BDS13a_xenob_AhR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,H4IIE,cell line,medium,aryl hydrocarbon receptor agonism,luciferase,luminescence,functional readout,24 h,xenobiotic sensing,BDS13a_xenob_RGA_AhR_ago_24h,Liver,Rat,,single dose,False
SYN548022,BDS14a_hypox_Hif1a_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,Hif1a pathway activation,luciferase,luminescence,functional readout,24 h,hypoxia,BDS14a_hypox_RGA_Hif1a_act_24h,Bone,human,,single dose,False
SYN548022,BDS15a_Wnt_TCF_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,Wnt pathway activation,luciferase,luminescence,functional readout,24 h,Wnt pathway,BDS15a_Wnt_RGA_TCF_act_24h,Bone,human,,single dose,True
SYN548022,BDS15b_Wnt_TCF_inhib_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,Wnt pathway inhibition,luciferase,luminescence,functional readout,24 h,Wnt pathway,BDS15b_Wnt_RGA_TCF_inhib_24h,Bone,human,,single dose,True
SYN548022,BDS16a_regul_AP1_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,AP1 pathway activation,luciferase,luminescence,functional readout,24 h,cell cycle control,BDS16a_regul_RGA_AP1_act_24h,Bone,human,,single dose,True
SYN548022,BDS17a_stres_ESRE_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,ESRE pathway activation,luciferase,luminescence,functional readout,24 h,membrane stress,BDS17a_stres_RGA_ESRE_act_24h,Bone,human,,single dose,False
SYN548022,BDS1a_EDC_ERa_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,estrogen receptor agonism,luciferase,luminescence,functional readout,24 h,EDC,BDS1a_EDC_RGA_ERa_ago_24h,Bone,human,,single dose,False
SYN548022,BDS1b_EDC_ERa_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,estrogen receptor antagonism,luciferase,luminescence,functional readout,24 h,EDC,BDS1b_EDC_RGA_ERa_anta_24h,Bone,human,,single dose,True
SYN548022,BDS20a_geno_p21_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,p21 pathway activation,luciferase,luminescence,functional readout,24 h,genotoxicity,BDS20a_Geno_RGA_p21_act_24h,Bone,human,,single dose,False
SYN548022,BDS21a_geno_p53_act_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,p53 pathway activation,luciferase,luminescence,functional readout,24 h,genotoxicity,BDS21a_Geno_RGA_p53_act_24h,Bone,human,,single dose,False
SYN548022,BDS22a_tox_cytotox_act_24h,-4.6,active,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,cytotoxicity,luciferase,luminescence,functional readout,24 h,cytotoxicity,BDS22a_Tox_RGA_cytotox_act_24h,Bone,human,,single dose,False
SYN548022,BDS2a_EDC_AR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,androgen receptor agonism,luciferase,luminescence,functional readout,24 h,EDC,BDS2a_EDC_RGA_AR_ago_24h,Bone,human,,single dose,True
SYN548022,BDS2b_EDC_AR_anta_24h,-5.5,active,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,androgen receptor antagonism,luciferase,luminescence,functional readout,24 h,EDC,BDS2b_EDC_RGA_AR_anta_24h,Bone,human,,single dose,False
SYN548022,BDS3a_EDC_PR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,progesterone receptor agonism,luciferase,luminescence,functional readout,24 h,EDC,BDS3a_EDC_RGA_PR_ago_24h,Bone,human,,single dose,True
SYN548022,BDS3b_EDC_PR_anta_24h,-5.4,active,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,progesterone receptor antagonism,luciferase,luminescence,functional readout,24 h,EDC,BDS3b_EDC_RGA_PR_anta_24h,Bone,human,,single dose,False
SYN548022,BDS4a_EDC_GR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,glucocorticoid receptor agonism,luciferase,luminescence,functional readout,24 h,EDC,BDS4a_EDC_RGA_GR_ago_24h,Bone,human,,single dose,True
SYN548022,BDS4b_EDC_GR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,glucocorticoid receptor antagonism,luciferase,luminescence,functional readout,24 h,EDC,BDS4b_EDC_RGA_GR_anta_24h,Bone,human,,single dose,True
SYN548022,BDS5a_EDC_TRb_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,thyroid hormone receptor agonism,luciferase,luminescence,functional readout,24 h,EDC,BDS5a_EDC_RGA_TRb_ago_24h,Bone,human,,single dose,True
SYN548022,BDS5b_EDC_TRb_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,thyroid hormone receptor antagonism,luciferase,luminescence,functional readout,24 h,EDC,BDS5b_EDC_RGA_TRb_anta_24h,Bone,human,,single dose,True
SYN548022,BDS7a_repro_RAR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,retinoic acid receptor agonism,luciferase,luminescence,functional readout,24 h,reproduction,BDS7a_repro_RGA_RAR_ago_24h,Bone,human,,single dose,True
SYN548022,BDS7b_repro_RAR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,retinoic acid receptor antagonism,luciferase,luminescence,functional readout,24 h,reproduction,BDS7b_repro_RGA_RAR_anta_24h,Bone,human,,single dose,True
SYN548022,BDS8a_metab_LXR_ago_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,liver X receptor agonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS8a_metab_RGA_LXR_ago_24h,Bone,human,,single dose,True
SYN548022,BDS8b_metab_LXR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,liver X receptor antagonism,luciferase,luminescence,functional readout,24 h,metabolism,BDS8b_metab_RGA_LXR_anta_24h,Bone,human,,single dose,True
SYN548022,BDS9a_xenob_PXR_ago_24h,-7.0,active,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,pregnane X receptor agonism,luciferase,luminescence,functional readout,24 h,xenobiotic sensing,BDS9a_xenob_RGA_PXR_ago_24h,Bone,human,,single dose,False
SYN548022,BDS9b_xenob_PXR_anta_24h,,inactive,Disease control,Unknown,CSCR121143,U2OS,cell line,medium,pregnane X receptor antagonism,luciferase,luminescence,functional readout,24 h,xenobiotic sensing,BDS9b_xenob_RGA_PXR_anta_24h,Bone,human,,single dose,True
SYN548022,UKN2_migration,-4.5,active,Disease control,Unknown,CSCR121143,neural crest cells,stem cell derived,medium,number of migrated cells,Co-staining Hoechst and Calcein,image-based,functional readout,24 h,Cytotoxicity,UKN2a_DART_NC_cMIGR_24h,embryo,human,DART,single dose,False
SYN548022,UKN4a_DART_LUH_neurite_24h,-4.7,active,Disease control,Unknown,CSCR121143,LUHMES,cell line,medium,neurite area,neurite area,image-based,functional readout,24 h,"cytotoxicity, cell function",UKN4a_DART_LUH_neurite_24h,brain,human,BOTH,single dose,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-4.7,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_SRXN1,cell line,medium,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL53_OXstress_HepG2_BAC-GFP_SRXN1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-4.9,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_SRXN1,cell line,medium,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL53_OXstress_HepG2_BAC-GFP_SRXN1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,-5.0,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_SRXN1,cell line,medium,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL53_OXstress_HepG2_BAC-GFP_SRXN1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_HMOX1,cell line,medium,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL54_OXstress_HepG2_BAC-GFP_HMOX1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_HMOX1,cell line,medium,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL54_OXstress_HepG2_BAC-GFP_HMOX1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,-3.6,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_HMOX1,cell line,medium,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL54_OXstress_HepG2_BAC-GFP_HMOX1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_NRF2,cell line,medium,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,,,,,Determination of PoDs from Nuclei_Intensity_IntegratedIntensity_image_GFP_FC data ,UL55_OXstress_HepG2_BAC-GFP_NRF2_3h_6h_24h_TP,liver,human,RDT,single dose,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_NRF2,cell line,medium,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,,,,,Determination of PoDs from Nuclei_Intensity_IntegratedIntensity_image_GFP_FC data ,UL55_OXstress_HepG2_BAC-GFP_NRF2_3h_6h_24h_TP,liver,human,RDT,single dose,False
SYN548022,UL55_OXstress_NRF2_3h_6h_24h_EP_3,-3.7,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_NRF2,cell line,medium,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,,,,,Determination of PoDs from Nuclei_Intensity_IntegratedIntensity_image_GFP_FC data ,UL55_OXstress_HepG2_BAC-GFP_NRF2_3h_6h_24h_TP,liver,human,RDT,single dose,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_1,-5.2,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Keap1,cell line,medium,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,,,,,Determination of PoDs from Cytoplasm_Children_Foci_masked_primaryID_Count data ,UL56_OXstress_HepG2_BAC-GFP_Keap1_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_2,-5.0,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Keap1,cell line,medium,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,,,,,Determination of PoDs from Cytoplasm_Children_Foci_masked_primaryID_Count data ,UL56_OXstress_HepG2_BAC-GFP_Keap1_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL56_OXstress_Keap1_16h_48h_72h_EP_3,-5.0,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Keap1,cell line,medium,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,,,,,Determination of PoDs from Cytoplasm_Children_Foci_masked_primaryID_Count data ,UL56_OXstress_HepG2_BAC-GFP_Keap1_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Btg2,cell line,medium,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL57_DNAdamage_HepG2_BAC-GFP_Btg2_24h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Btg2,cell line,medium,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL57_DNAdamage_HepG2_BAC-GFP_Btg2_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_Btg2,cell line,medium,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL57_DNAdamage_HepG2_BAC-GFP_Btg2_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p21,cell line,medium,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL58_DNAdamage_HepG2_BAC-GFP_p21_24h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p21,cell line,medium,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL58_DNAdamage_HepG2_BAC-GFP_p21_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL58_DNAdamage_p21_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p21,cell line,medium,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL58_DNAdamage_HepG2_BAC-GFP_p21_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p53,cell line,medium,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,,,,,Determination of PoDs from countPositives2SD data ,UL59_DNAdamage_HepG2_BAC-GFP_p53_16h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p53,cell line,medium,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL59_DNAdamage_HepG2_BAC-GFP_p53_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL59_DNAdamage_p53_16h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_p53,cell line,medium,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL59_DNAdamage_HepG2_BAC-GFP_p53_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_53bp1,cell line,medium,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,,,,,Determination of PoDs from Nuclei_Children_Foci_masked_primaryID_Count data ,UL60_DNAdamage_HepG2_BAC-GFP_53bp1_16h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_53bp1,cell line,medium,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,,,,,Determination of PoDs from Nuclei_Children_Foci_masked_primaryID_Count data ,UL60_DNAdamage_HepG2_BAC-GFP_53bp1_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_1,-3.6,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_CHOP,cell line,medium,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,,,,,Determination of PoDs from countPositives2SD data ,UL61_ERstress_HepG2_BAC-GFP_CHOP_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_2,-3.8,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_CHOP,cell line,medium,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL61_ERstress_HepG2_BAC-GFP_CHOP_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL61_ERstress_CHOP_16h_48h_72h_EP_3,-3.8,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_CHOP,cell line,medium,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL61_ERstress_HepG2_BAC-GFP_CHOP_16h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_BiP,cell line,medium,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL62_ERstress_HepG2_BAC-GFP_BiP_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_BiP,cell line,medium,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,,,,,Determination of PoDs from countPositives2SD data ,UL62_ERstress_HepG2_BAC-GFP_BiP_24h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_BiP,cell line,medium,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from countPositives2SD data ,UL62_ERstress_HepG2_BAC-GFP_BiP_24h_48h_72h_TP,liver,human,RDT,single dose,True
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_ICAM1,cell line,medium,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from Cytoplasm_Intensity_IntegratedIntensity_image_GFP_TNF data,UL63_INFstress_HepG2_BAC-GFP_ICAM1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_ICAM1,cell line,medium,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,,,,,Determination of PoDs from Cytoplasm_Intensity_IntegratedIntensity_image_GFP_TNF data,UL63_INFstress_HepG2_BAC-GFP_ICAM1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-4.5,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_ICAM1,cell line,medium,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,,,,,Determination of PoDs from Cytoplasm_Intensity_IntegratedIntensity_image_GFP_TNF data,UL63_INFstress_HepG2_BAC-GFP_ICAM1_24h_48h_72h_TP,liver,human,RDT,single dose,False
SYN548022,UL64_Autophagy_LC3_3h_6h_24h_EP_3,-4.9,active,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_LC3,cell line,medium,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,,,,,Determination of PoDs from Cytoplasm_Children_Foci_masked_primaryID_Count data,UL64_Autophagy_HepG2_BAC-GFP_LC3_3h_6h_24h_TP,liver,human,RDT,single dose,False
SYN548022,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Disease control,Unknown,CSCR121143,HepG2_BAC-GFP_HSPA1B,cell line,medium,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,,,,,Determination of PoDs from countPositives2SD data ,UL65_HeatShock_HepG2_BAC-GFP_HSPA1B_24h_48h_72h_TP,liver,human,RDT,single dose,False
